train ti,F,F,F,F,F,T,F,F,F
no time perfrence,F,F,F,T,F,T,F,F,F
Can you show me the ticket rate and route from aurangabad to pondichery,F,F,F,F,F,T,F,F,F
anjali i am talking abt my cht box issue,F,F,F,F,F,F,F,T,F
I was supposed to get daily updates of the fare allerts of flights from Bangalore to Delhi and from delhi to bangalore. I didnt receive any today.,F,F,F,F,F,T,F,F,F
hi i also miss u guys but becouse of my busy shadule i didn't check ur app sorry🙂,F,F,F,F,F,F,F,T,F
It can be any route ... Even from Kolkata,F,F,F,F,F,T,F,F,F
hey can u pls check out anjali madam where is a iob atm near by my location,F,F,F,F,T,F,F,F,F
cannought olacr,F,F,F,F,F,T,F,F,F
for how long i will have to wait for any new offset?,F,F,F,F,F,F,F,F,T
offers?,T,F,F,T,F,T,T,F,F
kuch to bolll,F,F,F,F,F,F,F,T,F
tanx,F,F,F,F,F,F,F,T,F
Need Electrician,F,T,F,F,F,F,F,F,F
i wanted a room for 2 people in sahar pavilion,F,F,F,F,F,T,F,F,F
I want to pay my airtel bill,F,F,F,F,F,F,T,F,F
hey can i enter referral now,T,T,F,T,F,T,T,F,F
Could you please arrange me tickets for chandrapur( bus tickets,F,F,F,F,F,T,F,F,F
can you mail me the invoice,F,F,F,F,F,T,F,F,F
i now account no,F,F,F,F,F,T,T,F,F
for 1 person,T,F,F,T,F,T,F,F,F
Remind me to check galaxy app for big basket offers and order grocery immediately by 4 pm again on 6pm today,F,F,T,F,F,F,F,F,F
total money is 2672??,F,F,F,F,F,T,F,F,F
"		i would like to cancel my wake up call for thu, 02 march at 07:30 pm { reminder_list: 676951, user_id: 1970980, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
I want to get up at 6AM today,F,F,T,F,F,F,F,F,F
i want to change the time,F,F,T,T,F,T,F,F,F
What is the price of socks.,F,F,F,F,F,F,F,F,T
any cashback coupen available?,T,T,F,T,F,T,T,F,F
can u advice me tips of good study,F,F,F,F,F,F,F,F,T
Water up call,F,F,T,F,F,F,F,F,F
Remind Tulika on  91 7045-318021 today at 6 to have water,F,F,T,F,F,F,F,F,F
want to change pick up location,F,F,F,F,F,T,F,F,F
Find me flights or any sort of air service from Mumbai to Nashik,F,F,F,F,F,T,F,F,F
Can u get me a list of trains running between Nagpur to Bhopal,F,F,F,F,F,T,F,F,F
Checkout 13th,F,F,F,F,F,T,F,F,F
pl remove reminder to drink a glass of water thank u,F,F,T,F,F,F,F,F,F
good morning meenakshi,F,F,F,F,F,F,F,T,F
hi shruti..😊,F,F,F,F,F,F,F,T,F
that's far,T,F,F,F,T,F,F,F,F
no. high rates and almost same time as car,F,F,F,F,F,T,F,F,F
Allahabad bank nearest atm,F,F,F,F,T,F,F,F,F
bhai  rent kam aye to remainder karna,F,F,F,F,F,F,F,F,F
t&c of offer,F,F,F,T,F,T,T,F,F
whom i'm talking to computer program or a real person ?,F,F,F,F,F,F,F,T,F
still not got confirmation for airtel,F,F,F,F,F,F,T,F,F
please guide me to the nearest byju centre,F,F,F,F,T,F,F,F,F
Finger print scencer phone,F,F,F,F,F,F,F,F,T
"that will be great , yeah m gonna need ur help",T,T,F,T,T,T,F,F,F
no itz soo much enough..,F,F,F,F,F,F,F,T,F
hotel visamo,F,F,F,F,F,T,F,F,F
What's the cost of ticket after discount,F,F,F,T,F,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 09:00 pm { reminder_list: 670037, user_id: 1970294, task_name: medicine, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
hdfc atm near me,F,F,F,F,T,F,F,F,F
i booked cab from ola,F,F,F,F,F,T,F,F,F
remind me to to buy phone at 11:30 am today.,F,F,T,F,F,F,F,F,F
need reserv for singam 3,F,F,F,T,F,F,F,F,F
I want kust of action camera under 10000,F,F,F,F,F,F,F,F,T
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 700528, user_id: 1667531, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
Can u tell me about nearest reliance store for purchase a Gio sim card,F,F,F,F,T,F,F,F,F
i want hdfc in the nearby location,F,F,F,F,T,F,F,F,F
how selected for me,F,F,F,F,F,F,F,F,T
hi sagar,F,F,F,F,F,F,F,T,F
tell me cashback offer for irctc,F,F,F,F,F,T,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 05:20 am { reminder_list: 698612, user_id: 972176, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,T,F,F,F,F,F
have a nice day,F,F,F,F,F,F,F,T,F
Surat train,F,F,F,F,F,T,F,F,F
which is the best flight in spicejet indigo jet airways,F,F,F,F,F,T,F,F,F
pls cancel this reminder,F,F,T,F,F,F,F,F,F
florist nearby pls?,F,F,F,F,T,F,F,F,F
yaaa,F,F,F,F,F,F,F,T,F
ohk thnx,F,F,F,F,F,F,F,T,F
what are the trusted and the most used brands in cosmetics.?,F,F,F,F,F,F,F,F,T
Any code for dominoes for today?,T,F,F,F,F,F,F,F,F
name pmk,F,F,F,F,F,F,F,T,F
sneha,F,F,F,F,F,F,F,T,F
I want to reschedule my flight,F,F,F,F,F,T,F,F,F
DoCoMo store,F,F,F,F,T,F,F,F,F
do you have more options?,T,F,F,F,F,T,F,F,F
any aisle seat ok,F,F,F,F,F,T,F,F,F
tell me the normal avg of pulsar 180,F,F,F,F,T,F,F,F,F
"hello ,,what's ur name?",F,F,F,F,F,F,F,T,F
no trains from there,F,F,F,F,F,T,F,F,F
dated 21 to 22n 	mumbai kolkata	2 adults	chepest fare,F,F,F,F,F,T,F,F,F
yes i do,F,F,F,F,F,F,F,T,F
I need civil lines Baskin robbins ice cream delivery at home,T,F,F,F,F,F,F,F,F
Tell airtel broadband customer support,F,F,F,F,F,F,T,F,F
can i get a carpenter?,F,T,F,F,F,F,F,F,F
other than this,T,F,F,F,F,T,T,F,F
Bangalore to Kerala train schedule for today,F,F,F,F,F,T,F,F,F
"no i canceled it,i had already booked a cab",F,F,F,F,F,T,F,F,F
Is there any local train available to go to wardha from Nagpur at morning time,F,F,F,F,F,T,F,F,F
would ljke to visit lakshadweep,F,F,F,F,F,T,F,F,F
Any purple or vine colour full sleeves t shirt is there?,F,F,F,F,F,F,F,F,T
iPhone 7 plus silver 64 gb,F,F,F,F,F,F,F,F,T
"hey, that's fine i need to book it for the 17th of february.",T,T,F,T,F,T,F,F,F
like now,F,F,F,T,T,T,F,F,F
good night sweet dream,F,F,F,F,F,F,F,T,F
what time is the bank open till?,F,F,F,F,F,F,F,F,T
no thanks bye,F,F,F,F,F,F,F,T,F
we don't have idea of restaurant here,T,F,F,F,F,F,F,F,F
just let me know which movies are in mal of mysore,F,F,F,T,F,F,F,F,F
you no how make a friend,F,F,F,F,F,F,F,T,T
aapko number dena mein kya problem mujko jara bathavo aap abhi chating mein number dena muskil huvatho bad mein mujko call karo tab aapka number mujko miljayaga,F,F,F,F,F,F,F,F,F
why have i received lesser refund?,F,F,F,F,F,T,F,F,F
Tell me train status,F,F,F,F,F,T,F,F,F
"Ask treebo.. 5 guests, 2 rooms, 36 hours... Max budget 6 7 k..",F,F,F,F,F,T,F,F,F
how are you??,F,F,F,F,F,F,F,T,F
registrar office,F,F,F,F,T,F,F,F,F
bsnl offer checking num please,F,F,F,F,F,F,T,F,F
5:25am okay?,F,F,T,F,F,T,F,F,F
noooo,F,F,F,F,F,F,F,T,F
i had call to my customer service also they said that recharge is not done,F,F,F,F,F,F,T,F,F
Want to buy phone,F,F,F,F,F,F,F,F,T
Samsung MI Asus,F,F,F,F,F,F,F,F,T
give me a reminder at 2am,F,F,T,F,F,F,F,F,F
I have purchase a new LED TV of Micromax and I want to avail the extended warranty of 2 years offered by them so could you please contact the customer care and do the needful for availing the extended warranty. its already having a Warranty of one year . the TV was delivered on Saturday,F,T,F,F,F,F,F,F,F
i see ur photo ur soo sweet and insects,F,F,F,F,F,F,F,T,F
hi sagat,F,F,F,F,F,F,F,T,F
k thanks for the service,F,F,F,F,F,F,F,T,F
Delete the reminder,F,F,T,F,F,F,F,F,F
does it mean that from airport we take and then it will charge till back to airport or for how much ever we run,F,F,F,F,F,T,F,F,F
i want to know about departure from bangalore to delhi.,F,F,F,F,F,T,F,F,F
i've already bought by myself,F,F,F,F,F,F,F,T,F
Pair of socks seriously??,F,F,F,F,F,F,F,F,T
april 23 chalukya train depart from pudcherry n 24 ko arsikere junction... i want 2 know before stopping at arsikerr.. wer does that train stop... wer its avilable for ticket,F,F,F,F,F,T,F,F,F
okay.,F,F,F,F,F,F,F,T,F
thanx mam,F,F,F,F,F,F,F,T,F
can you. please tell me where meizu service center is,F,T,F,F,T,F,F,F,F
no show s available ryt nw,F,F,F,T,F,F,F,F,F
Airline: GoAir,F,F,F,F,F,T,F,F,F
91 281-6900800,F,F,F,F,F,T,F,F,F
One seat is not together :/,F,F,F,F,F,T,F,F,F
vinner,T,F,F,F,F,F,F,F,F
can u send me a image or pdf file of shaadi ke data vachan,F,F,F,F,F,F,F,F,T
can you please open the xender for me ?,F,F,F,F,F,F,F,F,T
"date: march 1,2017",T,T,T,F,F,T,F,F,F
"i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 366283, user_id: 1831091, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
10rs tickets in which theater bogan 3.50,F,F,F,T,F,F,F,F,F
I want to book a cab from pimpri kalewadi to bhima koregaon plz help,F,F,F,F,F,T,F,F,F
budget is 2000 for room,F,F,F,F,F,T,F,F,F
Haha what if i dont wakeup with a single call,F,F,T,F,F,F,F,F,F
i'm flying already,F,F,F,F,F,T,F,F,F
#add a new to-do,F,F,T,F,F,F,F,F,F
Find any theatre nearby my location,F,F,F,T,F,F,F,F,F
mobile ?,F,F,F,F,F,F,T,F,F
malvika responding,F,F,F,F,F,F,F,T,F
yas,F,F,F,F,F,F,F,T,F
Any tamil movie currently screen,F,F,F,T,F,F,F,F,F
Can u book cab ?,F,F,F,F,F,T,F,F,F
is seats available,F,F,F,T,F,T,F,F,F
can u give me some links for content writing?,F,F,F,F,T,F,F,F,F
Kindly stop reminders,F,F,T,F,F,F,F,F,F
i want fashion shows organizer in amravati,F,F,F,F,T,F,F,F,F
Not ATM...I want SBI bank,F,F,F,F,T,F,F,F,F
kamal watch co,F,F,F,F,T,F,F,F,F
i keep on getting calls from u,F,F,T,F,F,F,F,F,F
i want to know  d tymin  of arrival nd departure of train,F,F,F,F,F,T,F,F,F
if i did not received the call call me again  at 6 am,F,F,T,F,F,F,F,F,F
visa,F,F,F,F,F,T,F,F,F
tomorrow is sunday,F,F,F,F,F,F,F,T,F
pasta hut,T,F,F,F,T,F,F,F,F
Set that fast,F,F,T,F,F,F,F,F,F
ok not what i want !,F,F,F,F,F,F,F,T,F
specialy domino's,F,F,F,F,F,T,F,F,F
how long from station?,F,F,F,F,T,F,F,F,F
hi just i want flooring contractors contact no,F,F,F,F,T,F,F,F,F
Which hotel,F,F,F,F,F,T,F,F,F
can u check air ticket next week from delhi to srinagar,F,F,F,F,F,T,F,F,F
remind me to wake up at 8 pm,F,F,T,F,F,F,F,F,F
Any wiith a brown mustached type,F,F,F,F,F,F,F,F,T
good locations to travel in india with baby,F,F,F,F,T,F,F,F,F
elements pvr,F,F,F,T,F,F,F,F,F
hiii prooja garu,F,F,F,F,F,F,F,T,F
is that offer for train is on???,F,F,F,F,F,T,F,F,F
i need this wake up call for three months,F,F,T,F,F,F,F,F,F
Hey I want to change the time of the reminder,F,F,T,F,F,F,F,F,F
Yoga centre or gym,F,F,F,F,T,F,F,F,F
I want go to Leh.... accommodation in Nubra valley 12 Oct,F,F,F,F,F,T,F,F,F
7f,F,F,F,F,F,T,F,F,F
thanks have a great night ahead,F,F,F,F,F,F,F,T,F
how much time will take,T,F,F,F,F,F,T,F,F
give me terms and conditions,F,F,F,F,F,F,F,T,F
i don't know,F,F,F,F,F,F,F,T,F
knowledge institute,F,F,F,F,T,F,F,F,F
hi can you call me.,F,F,F,F,F,F,F,T,F
bhjgff,F,F,F,F,F,F,F,T,F
it's not working,F,F,F,F,F,F,F,T,F
Any veg non veg hotel,T,F,F,F,F,F,F,F,F
i am looking for massager,F,F,F,F,T,F,F,F,F
i need any yoga trainer or any yoga classes,F,T,F,F,T,F,F,F,F
is that possible?,F,F,F,F,F,F,F,T,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 709757, user_id: 1983167, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
How you can book ticket,F,F,F,T,F,F,F,F,F
wats this promo...,T,T,F,T,F,T,T,F,F
Printed in black,F,F,F,F,F,F,F,F,T
what are its conditions,F,F,F,F,F,T,F,F,F
i would like to know nearest film theatre,F,F,F,T,F,F,F,F,F
please remind me my vedang attendance 	per day 10am call at this time for remind me,F,F,T,F,F,F,F,F,F
mere no cash back hai kiya.,F,F,F,F,F,T,F,F,F
"		i would like to cancel my drink water reminder reminder for fri, 03 march at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 683001-683002-683003-683004-683005-683006-683007-683008-683009-683010-683011-683012-683013-683014-683015-683016-683017-683018-683019-683020-683021, user_id: 1924654, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
Wave cinema moradabad.. Show time.??,F,F,F,T,F,F,F,F,F
Flight ticket from pune to jabalpur for 1st oct 2016,F,F,F,F,F,T,F,F,F
Flip flops,F,F,F,F,F,F,F,F,T
i am trying to register for samsung pay but it keeps telling me to fill valid samsung user name id,F,F,F,F,F,F,F,F,T
310 refund karo,F,F,F,F,F,T,T,F,F
place order of amit jalan tomorrow at 10am,T,F,F,F,F,F,F,F,F
patrol pump,F,F,F,F,T,F,F,F,F
some important work within 3 month,F,F,T,F,F,F,F,F,F
can u give boarding at pune,F,F,F,F,F,T,F,F,F
am trying to order veg fried rice in adigas or a2b,T,F,F,F,F,F,F,F,F
thanks for the offer but not right now thanks,F,F,F,F,F,F,F,T,F
i tapped it by mistake... thanks for your help,F,F,F,F,F,F,F,T,F
for 5 people,T,F,F,T,F,T,F,F,F
slice of heaven is open in this time,T,F,F,F,F,F,F,F,F
shimla,F,F,F,F,T,T,F,F,F
any good veg restaurant near by me,T,F,F,F,F,F,F,F,F
Bluetooth headset phone,F,F,F,F,F,F,F,F,T
could you check what is the prices of mandi in spice bawarchi hotel.. which is in babanagar main road,F,F,F,F,F,T,F,F,F
oh :/,F,F,F,F,F,F,F,T,F
Nashik to pune direct train,F,F,F,F,F,T,F,F,F
n will they deliver to me,T,F,F,F,F,F,F,F,F
can u find me a doctor,F,F,F,F,T,F,F,F,F
dude. are you crazy.,F,F,F,F,F,F,F,T,F
i want to know if there is any package tour to amritsar this week,F,F,F,F,F,T,F,F,F
non stop,F,F,F,F,F,T,F,F,F
m hungry,T,F,F,F,F,F,F,F,F
Chocolate eggless half kg cake for tommorow,T,F,F,F,F,F,F,F,F
and for the date 7th march,T,F,F,T,F,T,F,F,F
cancell all my reminders 	include daily reminder,F,F,T,F,F,F,F,F,F
hmmm.,F,F,F,F,F,F,F,T,F
Also remind me that exams are approaching in this same reminder,F,F,T,F,F,F,F,F,F
Can u tell me the current seat status of previous train again ?,F,F,F,F,F,T,F,F,F
cancelled it,T,T,T,F,F,T,F,F,F
hi..,F,F,F,F,F,F,F,T,F
see you,F,F,F,F,F,F,F,T,F
hey i need to be reminded of sunday meeting at 11:00 am,F,F,T,F,F,F,F,F,F
waooo,F,F,F,F,F,F,F,T,F
this isn't fair..,F,F,F,F,F,F,F,T,F
where is the hospital,F,F,F,F,T,F,F,F,F
remind me on 12th march to call	accounts,F,F,T,F,F,F,F,F,F
leave till when,F,F,F,F,F,T,F,F,F
Remember me to go for dinner at 9:00,F,F,T,F,F,F,F,F,F
make sure its only feom monday to friday,F,F,T,F,F,F,F,F,F
fly1000 coupon is not getting applied...,F,F,F,F,F,T,F,F,F
is it possible,F,F,F,F,F,F,F,T,F
gaaji,F,F,F,T,F,F,F,F,F
no thanks sharon,F,F,F,F,F,F,F,T,F
am looking for hotel booking in goa,F,F,F,F,F,T,F,F,F
pnr 212873368 insurance policy,F,F,F,F,F,T,F,F,F
Please put my alarm for 15 mins from now,F,F,T,F,F,F,F,F,F
"for what purpose ,this reminder ?",F,F,T,F,F,F,F,F,F
Best deal on phone pouches,F,F,F,F,F,F,F,F,T
Hdfc Cash deposit mission,F,F,F,F,T,F,F,F,F
Order online cakes in guntur,T,F,F,F,F,F,F,F,F
home massage services?,F,T,F,F,F,F,F,F,F
total batao worldwide,F,F,F,F,F,F,F,F,F
i am from kolkata,F,F,F,F,F,F,F,T,F
ok thank you,F,F,F,F,F,F,F,T,F
hi nishant{task},F,F,F,F,F,F,F,T,F
from tumkur to bangalore. .,F,F,F,F,F,T,F,F,F
or call,F,F,T,F,F,F,F,F,F
"I need to throw a birthday party , can you help me accomodate lounge with 700  per person snacks only with alcohol .",T,F,F,F,F,F,F,F,F
once this is done please the cancel the earlier tickets too,F,F,F,F,F,T,F,F,F
thank you wish you the same,F,F,F,F,F,F,F,T,F
ok bye riddhi,F,F,F,F,F,F,F,T,F
set the timer for 6 morning. and name it as sex...i need to do sex at 6 morning,F,F,T,F,F,F,F,F,F
"Hey, there I want to know the live train running status . The train no. Is 22943",F,F,F,F,F,T,F,F,F
is there any discount for bill payment for airtel,F,F,T,F,F,F,F,F,F
i want to see the trailer of logan,F,F,F,T,F,F,F,F,F
2 in the afternoon,F,T,T,T,F,T,F,F,F
"can you say me,any sports shop nearby?",F,F,F,F,T,F,F,F,F
show me theatre near hazipur,F,F,F,T,F,F,F,F,F
where is the ladies toilet on 3rd floor of lulu mall,F,F,F,F,T,F,F,F,F
Which theater,F,F,F,T,F,F,F,F,F
previous reminder of morning alarm,F,F,T,F,F,F,F,F,F
i am looking for car wash,F,T,F,F,F,F,F,F,F
no i want recharge my videocon d2h,F,F,F,F,F,F,T,F,F
no i need money in haptik wallet to use the cab service,F,F,F,F,F,T,F,F,F
cancel the order,T,F,F,F,F,F,F,F,F
Looking for water geyser,F,T,F,F,F,F,F,F,F
Brand factory,F,F,F,F,F,F,F,F,T
i am just new to delhi.,F,F,F,F,F,F,F,T,F
okay thnks,F,F,F,F,F,F,F,T,F
its really near to me bcs i dont know the actual location of icici atm,F,F,F,F,T,F,F,F,F
have you recharge jio prime,F,F,F,F,F,F,T,F,F
provide me the authorised samsung tablet service centre,F,F,F,F,T,F,F,F,F
i need 12801,F,F,F,F,F,T,F,F,F
What is the expandable memmory of mi note3 gold,F,F,F,F,F,F,F,F,T
below 10 years kids are allowed,T,F,F,F,F,T,F,F,F
i got confirmation msg..but not added msgs,F,F,F,F,F,F,F,T,F
jabalpur to banglore and date 15th april return on 26th april,F,F,F,F,F,T,F,F,F
is it available for delivery at erode?,F,F,T,F,F,F,F,F,F
thanks. for ur personal information,F,F,F,F,F,F,F,T,F
kya mai kuch v remainder lga skta hu,F,F,T,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 663682, user_id: 1966918, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
Is there any way there is medicine reminder for everyday,F,F,T,F,F,F,F,F,F
bihar,T,F,T,T,T,T,F,F,F
please get the schedule of above train,F,F,F,F,F,T,F,F,F
tarak mehta ki death ho gyi kya,F,F,F,F,F,F,F,F,F
hellow suraj,F,F,F,F,F,F,F,T,F
I want to buy inner wear for gf,F,F,F,F,F,F,F,F,T
sir 10 din ho gaye mere account me abhi tak paisa transfer nahi hua 535rupees,F,F,F,F,F,T,T,F,F
thank you so much !!,F,F,F,F,F,F,F,T,F
go out for bills of test repoets,F,F,T,F,F,F,F,F,F
also ...any offers??,T,T,F,T,F,T,T,F,F
nope thank you shruti,F,F,F,F,F,F,F,T,F
any coupon for recharge,F,F,F,F,F,F,T,F,F
any good resort like chokidani,F,F,F,F,F,T,F,F,F
wanna book a cab,F,F,F,F,F,T,F,F,F
shruti... i wanna food as home dlvry,T,F,F,F,F,F,F,F,F
you will call or sms,F,F,T,F,F,F,F,F,F
can u tell me nearby flower shops,F,F,F,F,T,F,F,F,F
Grt.... Is there any other bus route,F,F,F,F,F,T,F,F,F
tu such me insan hai kya,F,F,F,F,F,F,F,T,F
4/18/2017,F,F,T,T,F,T,F,F,F
60,F,F,F,F,F,F,T,F,F
okay sure..,F,F,F,F,F,F,F,T,F
every 3 hours,F,F,T,F,F,F,F,F,F
IPhone 5s compatible with jio sim??,F,F,F,F,F,F,F,F,T
not nw plz,F,F,F,F,F,F,F,T,F
Show me the shirts,F,F,F,F,F,F,F,F,T
u send me train details only,F,F,F,F,F,T,F,F,F
what is per km charge?,F,F,F,F,F,T,F,F,F
am i eligible for this 75 cashback,F,F,F,F,F,T,F,F,F
pranay any offers on bookings..?,F,F,F,F,F,T,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 708867, user_id: 1982993, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
kab tak,F,F,F,F,F,F,F,F,F
Please can you check ticket availability in Ahmedabad passenger from surat to Mumbai central on 8 sep (sleeper),F,F,F,F,F,T,F,F,F
bhopal to delhi today,F,F,F,F,F,T,F,F,F
Best 3G offer,F,F,F,F,F,F,T,F,F
hi ok i will try,F,F,F,F,F,F,F,T,F
dont call me abdul pls call me razzaq,F,F,F,F,F,F,F,T,F
nothing more,F,F,F,F,F,F,F,T,F
yes 👍🏻,F,F,F,F,F,F,F,T,F
any offers???,T,F,F,T,F,T,T,F,F
will ask u if i need further,F,F,F,F,F,F,F,T,F
"helo mam but rs 60 deduct for 30 recharge , haptik bal 30  smartapp bal 30  for one recharge this is not good",F,F,F,F,F,F,T,F,F
No any seat available on 2nd november,F,F,F,F,F,T,F,F,F
Reminder to Book Travelling by car at Uttarakhand to Badrinath and back from Haridwar,F,F,F,F,F,T,F,F,F
what are the cancellation charges of we cancel a train ticket which is still in waiting list,F,F,F,F,F,T,F,F,F
cancel my reminder to drink water,F,F,T,F,F,F,F,F,F
Show me the details of iphone 7 and 7 plus including pics,F,F,F,F,F,F,F,F,T
I need car travels in bhimavaram,F,F,F,F,F,T,F,F,F
Can you track my order from flipkart?,F,F,F,F,F,F,F,F,T
today .i want to wake up early morning...6 am,F,F,T,F,F,F,F,F,F
i see jolly llb 2 movie,F,F,F,T,F,F,F,F,F
Please remind me on 3 oct and 4 october nght at 10.30 am to wish shivangi and monika happy birthday . Respectively,F,F,T,F,F,F,F,F,F
"hi pooja. this is a system generated message to inform that you have been flagged three times for inappropriate messages sent to our genuine user saif. this is a final warning, next time we will have to unfortunately disable your job and you will not be able to come haptik office.",F,F,F,F,F,F,F,F,T
how to work in haptik,F,F,T,F,T,F,F,F,T
nd 8.30 too,F,F,T,F,F,F,F,F,F
Sunday.. 6am.. reminder.. for economics revision.. and discuss on current issues,F,F,T,F,F,F,F,F,F
this month again can we make a ticket,F,F,F,T,F,T,F,F,F
i want to know what is the fare for chennai to bangalore in suv vechicle,F,F,F,F,F,T,F,F,F
i wanna ask 1 more thing,F,F,F,F,F,F,F,T,F
are there any offer exist ing now,F,F,F,F,F,T,T,F,F
how about trains,F,F,F,F,F,T,F,F,F
i think you are not understanding,F,F,F,F,F,F,F,T,F
I wnt free recharge,F,F,F,F,F,F,T,F,F
kindly give details of buses from travancore gate kochi to airport,F,F,F,F,F,T,F,F,F
i want spoken english classes address,F,F,F,F,T,F,F,F,F
exam,F,F,F,F,F,F,F,T,F
hiii please translate in english,F,F,F,F,F,F,F,F,T
thanks much vanisha!,F,F,F,F,F,F,F,T,F
any update please ?,F,F,F,F,F,F,F,T,F
any cash back offer is available on recharge,F,F,F,F,F,F,T,F,F
hello nalini.,F,F,F,F,F,F,F,T,F
tambaram railway station,F,F,F,F,T,T,F,F,F
hi i want train on 10 march  from mumbai to khandwa,F,F,F,F,F,T,F,F,F
Internet cafe near,F,F,F,F,T,F,F,F,F
samsung sevice centre near by me,F,F,F,F,T,F,F,F,F
can you find me a train from akola to nagpur?,F,F,F,F,F,T,F,F,F
Me want with flight can u arrange,F,F,F,F,F,T,F,F,F
tatkal me ticket mil jaiga,F,F,F,F,F,F,F,F,F
7 or 8th Oct,F,F,F,F,F,T,F,F,F
tour packages,F,F,F,F,F,T,F,F,F
yes.,F,F,F,F,F,F,F,T,F
Hi look for AC sound repair guy,F,T,F,F,F,F,F,F,F
6262185591,F,F,F,F,F,T,T,F,F
"i already sent that, plz check previous conversation",F,F,F,F,F,T,F,F,F
pizza shop,T,F,F,F,T,F,F,F,F
which movie is playing in prasad large screen,F,F,F,T,F,F,F,F,F
debasis kar,F,F,F,F,F,F,F,F,T
Hey....can u tell me the best route to go from marol naka to nerul today evening....,F,F,F,F,F,T,F,F,F
bus stop sai raj tours nd travels,F,F,F,F,T,F,F,F,F
